born_in	category	country	date_of_birth	date_of_death	gender	link	name	place_of_birth	place_of_death	text	year	award_age
Austria	Chemistry	Germany	1900-12-03	1967-08-01	male	http://en.wikipedia.org/wiki/Richard_Kuhn	Richard Kuhn	Vienna ,  Austria	Heidelberg ,  Germany	Richard Kuhn ,  born in Austria , Chemistry, 1938	1938	38
	Physiology or Medicine	Germany	1895-10-30	1964-04-24	male	http://en.wikipedia.org/wiki/Gerhard_Domagk	Gerhard Domagk	Lagow ,  Brandenburg	Burgberg	Gerhard Domagk , Physiology or Medicine, 1939	1939	44
	Chemistry	Germany	1903-03-24	1995-01-18	male	http://en.wikipedia.org/wiki/Adolf_Butenandt	Adolf Butenandt	Lehe/ Bremerhaven ,  Germany	Munich ,  Germany	Adolf Butenandt , Chemistry, 1939	1939	36
	Chemistry	Germany	1879-03-08	1968-07-28	male	http://en.wikipedia.org/wiki/Otto_Hahn	Otto Hahn	Frankfurt am Main	Göttingen	Otto Hahn , Chemistry, 1944	1944	65
Germany	Literature	Germany	1877-07-02	1962-08-09	male	http://en.wikipedia.org/wiki/Herman_Hesse	Herman Hesse	Calw ,  Württemberg , Germany	Montagnola , Switzerland	Herman Hesse *, Literature, 1946	1946	69
	Chemistry	Germany	1902-07-10	1958-06-20	male	http://en.wikipedia.org/wiki/Kurt_Alder	Kurt Alder	Königshütte , Germany	Cologne , Germany	Kurt Alder , Chemistry, 1950	1950	48
	Chemistry	Germany	1876-01-23	1954-03-07	male	http://en.wikipedia.org/wiki/Otto_Diels	Otto Diels	Hamburg , Germany	Kiel , Germany	Otto Diels , Chemistry, 1950	1950	74
Germany	Physiology or Medicine	Germany	1899-06-12	1986-07-24	male	http://en.wikipedia.org/wiki/Fritz_Albert_Lipmann	Fritz Albert Lipmann	Königsberg ,  Germany	Poughkeepsie, New York , U.S.	Fritz Albert Lipmann *, Physiology or Medicine, 1953	1953	54
	Chemistry	Germany	1881-03-23	1965-09-08	male	http://en.wikipedia.org/wiki/Hermann_Staudinger	Hermann Staudinger	Worms ,  Grand Duchy of Hesse ,  German Empire	Freiburg , Germany	Hermann Staudinger , Chemistry, 1953	1953	72
	Physics	Germany	1891-01-08	1957-02-08	male	http://en.wikipedia.org/wiki/Walther_Bothe	Walther Bothe	Oranienburg , Germany	Heidelberg , Germany	Walther Bothe , Physics, 1954	1954	63
	Physiology or Medicine	Germany	1904-08-29	1979-06-01	male	http://en.wikipedia.org/wiki/Werner_Forssmann	Werner Forssmann	Berlin	Schopfheim ,  West Germany	Werner Forssmann , Physiology or Medicine, 1956	1956	52
	Physics	Germany	1929-01-31	2011-09-14	male	http://en.wikipedia.org/wiki/Rudolf_M%C3%B6ssbauer	Rudolf Mössbauer	Munich ,  Germany	Grünwald ,  Germany	Rudolf Mössbauer , Physics, 1961	1961	32
	Physics	Germany	1907-06-25	1973-02-11	male	http://en.wikipedia.org/wiki/J._Hans_D._Jensen	J. Hans D. Jensen	Hamburg	Heidelberg	J. Hans D. Jensen , Physics, 1963	1963	56
	Chemistry	Germany	1898-11-26	1973-08-12	male	http://en.wikipedia.org/wiki/Karl_Ziegler	Karl Ziegler	Helsa  near  Kassel , Germany	Mülheim , Germany	Karl Ziegler , Chemistry, 1963	1963	65
	Physiology or Medicine	Germany	1911-04-06	1979-08-06	male	http://en.wikipedia.org/wiki/Feodor_Felix_Konrad_Lynen	Feodor Felix Konrad Lynen	Munich ,  Germany	Munich ,  Germany	Feodor Felix Konrad Lynen , Physiology or Medicine, 1964	1964	53
Germany	Physics	Germany	1906-07-02	2005-03-06	male	http://en.wikipedia.org/wiki/Hans_Albrecht_Bethe	Hans Albrecht Bethe	Strassburg , Germany	Ithaca ,  NY , U.S.	Hans Albrecht Bethe *, Physics, 1967	1967	61
	Chemistry	Germany	1927-05-09		male	http://en.wikipedia.org/wiki/Manfred_Eigen	Manfred Eigen	Bochum		Manfred Eigen , Chemistry, 1967	1967	40
	Peace	Germany	1913-12-18	1992-10-08	male	http://en.wikipedia.org/wiki/Willy_Brandt	Willy Brandt	Lübeck ,  Germany	Unkel ,  Germany	Willy Brandt , Peace, 1971	1971	58
	Literature	Germany	1917-12-21	1985-07-16	male	http://en.wikipedia.org/wiki/Heinrich_B%C3%B6ll	Heinrich Böll	Cologne , Germany	Langenbroich ,  North Rhine-Westphalia , Germany	Heinrich Böll , Literature, 1972	1972	55
	Physiology or Medicine	Germany	1886-11-20	1982-06-12	male	http://en.wikipedia.org/wiki/Karl_Ritter_von_Frisch	Karl Ritter von Frisch	Vienna, Austria	Munich ,  Germany	Karl Ritter von Frisch ,  born in then Austria-Hungary, now Austria , Physiology or Medicine, 1973	1973	87
	Physiology or Medicine	Germany	1942-06-12		male	http://en.wikipedia.org/wiki/Bert_Sakmann	Bert Sakmann			Bert Sakmann , Physiology or Medicine, 1991	1991	49
	Economics	Germany	1930-10-05		male	http://en.wikipedia.org/wiki/Reinhard_Selten	Reinhard Selten	Breslau (Wrocław)		Reinhard Selten , Economics, 1994	1994	64
	Physiology or Medicine	Germany	1942-10-20		female	http://en.wikipedia.org/wiki/Christiane_N%C3%BCsslein-Volhard	Christiane Nüsslein-Volhard	Magdeburg ,  Germany		Christiane Nüsslein-Volhard , Physiology or Medicine, 1995	1995	53
	Physics	Germany	1949-04-06		male	http://en.wikipedia.org/wiki/Horst_Ludwig_St%C3%B6rmer	Horst L. Störmer	Frankfurt ,  Germany		Horst L. Störmer , Physics, 1998	1998	49
	Literature	Germany	1927-10-16		male	http://en.wikipedia.org/wiki/G%C3%BCnter_Grass	Günter Grass	Danzig-Langfuhr ,  Free City of Danzig		Günter Grass ,  born in then Free City of Danzig, now Poland , Literature, 1999	1999	72
	Physics	Germany	1928-08-25		male	http://en.wikipedia.org/wiki/Herbert_Kroemer	Herbert Kroemer	Weimar ,  Germany		Herbert Kroemer , Physics, 2000	2000	72
	Physics	Germany	1957-10-21		male	http://en.wikipedia.org/wiki/Wolfgang_Ketterle	Wolfgang Ketterle	Heidelberg , Germany		Wolfgang Ketterle , Physics, 2001	2001	44
	Physics	Germany	1941-10-30		male	http://en.wikipedia.org/wiki/Theodor_W._H%C3%A4nsch	Theodor W. Hänsch	Heidelberg ,  Germany		Theodor W. Hänsch , Physics, 2005	2005	64
	Physics	Germany	1939-05-18		male	http://en.wikipedia.org/wiki/Peter_Gr%C3%BCnberg	Peter Grünberg	Pilsen ,  Protectorate of Bohemia and Moravia		Peter Grünberg ,  born in then Protectorate of Bohemia and Moravia, now the Czech Republic , Physics, 2007	2007	68
	Chemistry	Germany	1936-10-10		male	http://en.wikipedia.org/wiki/Gerhard_Ertl	Gerhard Ertl	Bad Cannstatt ,  Germany		Gerhard Ertl , Chemistry, 2007	2007	71
	Physiology or Medicine	Germany	1936-03-11		male	http://en.wikipedia.org/wiki/Harald_zur_Hausen	Harald zur Hausen	Gelsenkirchen ,  Germany		Harald zur Hausen , Physiology or Medicine, 2008	2008	72
Romania	Literature	Germany	1953-08-17		female	http://en.wikipedia.org/wiki/Herta_M%C3%BCller	Herta Müller	Nițchidorf ,  Timiș County ,  Romania		Herta Müller ,  born in Romania , Literature, 2009	2009	56
Romania	Chemistry	Germany	1962-12-23		male	http://en.wikipedia.org/wiki/Stefan_Hell	Stefan Hell	Arad ,  Romania		Stefan Hell ,  born in Romania , Chemistry, 2014	2014	52
	Literature	France	1839-03-16	1907-09-06	male	http://en.wikipedia.org/wiki/Sully_Prudhomme	Sully Prudhomme	Paris, France	Châtenay-Malabry , France	Sully Prudhomme , Literature, 1901	1901	62
	Peace	France	1822-05-20	1912-06-12	male	http://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Passy	Frédéric Passy	Paris ,  France	Paris ,  France	Frédéric Passy , Peace, 1901	1901	79
	Peace	France	1828-05-08	1910-10-30	male	http://en.wikipedia.org/wiki/Henry_Dunant	Henry Dunant	Geneva , Switzerland	Heiden, Switzerland	Henry Dunant , Peace, 1901	1901	73
	Physics	France	1859-05-15	1906-04-19	male	http://en.wikipedia.org/wiki/Pierre_Curie	Pierre Curie	Paris, France	Paris, France	Pierre Curie , Physics, 1903	1903	44
	Physics	France	1852-12-15	1908-08-25	male	http://en.wikipedia.org/wiki/Henri_Becquerel	Antoine Henri Becquerel	Paris, France	Le Croisic , Brittany, France	Antoine Henri Becquerel , Physics, 1903	1903	51
	Literature	France	1830-09-08	1914-03-25	male	http://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Mistral	Frédéric Mistral	Maillane ,  France	Maillane ,  France	Frédéric Mistral , Literature, 1904	1904	74
	Chemistry	France	1852-09-28	1907-02-20	male	http://en.wikipedia.org/wiki/Henri_Moissan	Henri Moissan	Paris ,  France	Paris ,  France	Henri Moissan , Chemistry, 1906	1906	54
	Peace	France	1843-05-21	1918-02-08	male	http://en.wikipedia.org/wiki/Louis_Renault_(jurist)	Louis Renault			Louis Renault , Peace, 1907	1907	64
	Physiology or Medicine	France	1845-06-18	1922-05-18	male	http://en.wikipedia.org/wiki/Alphonse_Laveran	Alphonse Laveran	Paris , France	Paris, France	Alphonse Laveran , Physiology or Medicine, 1907	1907	62
Luxembourg	Physics	France	1845-08-16	1921-07-13	male	http://en.wikipedia.org/wiki/Gabriel_Lippmann	Gabriel Lippmann	Hollerich ,  Luxembourg	Atlantic Ocean, travelling from Canada to France	Gabriel Lippmann ,  born in Luxembourg , Physics, 1908	1908	63
	Peace	France	1852-11-22	1924-05-15	male	http://en.wikipedia.org/wiki/Paul-Henri-Benjamin_d%27Estournelles_de_Constant	Paul-Henri-Benjamin d'Estournelles de Constant			Paul-Henri-Benjamin d'Estournelles de Constant , Peace, 1909	1909	57
	Chemistry	France	1871-05-06	1935-12-13	male	http://en.wikipedia.org/wiki/Victor_Grignard	Victor Grignard	Cherbourg ,  France	Lyon ,  France	Victor Grignard , Chemistry, 1912	1912	41
	Chemistry	France	1854-11-05	1941-08-14	male	http://en.wikipedia.org/wiki/Paul_Sabatier_(chemist)	Paul Sabatier	Carcassonne,  France	Toulouse, France	Paul Sabatier , Chemistry, 1912	1912	58
	Physiology or Medicine	France	1873-06-28	1944-11-05	male	http://en.wikipedia.org/wiki/Alexis_Carrel	Alexis Carrel	Sainte-Foy-lès-Lyon ,  Rhône ,  France		Alexis Carrel , Medicine, 1912	1912	39
	Physiology or Medicine	France	1850-08-25	1935-12-04	male	http://en.wikipedia.org/wiki/Charles_Richet	Charles Richet	Paris	Paris	Charles Richet , Physiology or Medicine, 1913	1913	63
	Literature	France	1866-01-29	1944-12-30	male	http://en.wikipedia.org/wiki/Romain_Rolland	Romain Rolland	Clamecy ,  Nièvre	Vézelay	Romain Rolland , Literature, 1915	1915	49
	Peace	France	1851-05-21	1925-09-29	male	http://en.wikipedia.org/wiki/L%C3%A9on_Bourgeois	Léon Bourgeois	Paris	Épernay	Léon Bourgeois , Peace, 1920	1920	69
	Literature	France	1844-04-16	1924-10-12	male	http://en.wikipedia.org/wiki/Anatole_France	Anatole France	Paris ,  France	Tours ,  France	Anatole France , Literature, 1921	1921	77
	Physics	France	1870-09-30	1942-04-17	male	http://en.wikipedia.org/wiki/Jean-Baptiste_Perrin	Jean-Baptiste Perrin	Lille ,  France	New York City ,  USA	Jean-Baptiste Perrin , Physics, 1926	1926	56
	Peace	France	1862-03-28	1932-03-07	male	http://en.wikipedia.org/wiki/Aristide_Briand	Aristide Briand	Nantes	Paris	Aristide Briand , Peace, 1926	1926	64
	Peace	France	1841-12-20	1932-02-16	male	http://en.wikipedia.org/wiki/Ferdinand_Buisson	Ferdinand Buisson	Paris ,  France	Thieuloy-Saint-Antoine ,  France	Ferdinand Buisson , Peace, 1927	1927	86
	Literature	France	1859-10-18	1941-01-04	male	http://en.wikipedia.org/wiki/Henri_Bergson	Henri Bergson	Paris, France	Paris, France	Henri Bergson , Literature, 1927	1927	68
	Physiology or Medicine	France	1866-09-21	1936-02-28	male	http://en.wikipedia.org/wiki/Charles_Nicolle	Charles Nicolle	Rouen ,  France	Tunis ,  Tunisia	Charles Nicolle , Physiology or Medicine, 1928	1928	62
	Physics	France	1892-08-15	1987-03-19	male	http://en.wikipedia.org/wiki/Louis_de_Broglie	Louis de Broglie	Dieppe ,  France	Paris ,  France	Louis de Broglie , Physics, 1929	1929	37
Russia	Literature	France	1870-10-22	1953-11-08	male	http://en.wikipedia.org/wiki/Ivan_Bunin	Ivan Bunin	Voronezh, Russian Empire	Paris, France	Ivan Bunin ,  born in Russia , Literature, 1933	1933	63
	Physics	France	1904-11-22	2000-11-17	male	http://en.wikipedia.org/wiki/Louis_N%C3%A9el	Louis Néel	Lyon ,  France	Brive-la-Gaillarde	Louis Néel , Physics, 1970	1970	66
	Physiology or Medicine	France	1916-10-19	2009-06-06	male	http://en.wikipedia.org/wiki/Jean_Dausset	Jean Dausset	Toulouse ,  France	Palma ,  Majorca ,  Spain	Jean Dausset , Physiology or Medicine, 1980	1980	64
	Literature	France	1913-10-10	2005-07-06	male	http://en.wikipedia.org/wiki/Claude_Simon	Claude Simon	Antananarivo ,  Madagascar	Paris, France	Claude Simon , Literature, 1985	1985	72
	Chemistry	France	1939-09-30		male	http://en.wikipedia.org/wiki/Jean-Marie_Lehn	Jean-Marie Lehn	Rosheim ,  France		Jean-Marie Lehn , Chemistry, 1987	1987	48
	Economics	France	1911-05-31	2010-10-09	male	http://en.wikipedia.org/wiki/Maurice_Allais	Maurice Allais	Paris	Saint-Cloud  near Paris	Maurice Allais , Economics, 1988	1988	77
	Physics	France	1932-10-24	2007-05-18	male	http://en.wikipedia.org/wiki/Pierre-Gilles_de_Gennes	Pierre-Gilles de Gennes	Paris ,  France	Orsay ,  France	Pierre-Gilles de Gennes , Physics, 1991	1991	59
Ukraine	Physics	France	1924-03-08	2010-09-29	male	http://en.wikipedia.org/wiki/Georges_Charpak	Georges Charpak	Dąbrowica ,  Poland  (now  Dubrovytsia ,  Ukraine )	Paris , France	Georges Charpak , Physics, 1992	1992	68
	Physics	France	1933-04-01		male	http://en.wikipedia.org/wiki/Claude_Cohen-Tannoudji	Claude Cohen-Tannoudji	Constantine ,  French Algeria		Claude Cohen-Tannoudji ,  born in French Algeria , Physics, 1997	1997	64
China	Literature	France	1940-01-04		male	http://en.wikipedia.org/wiki/Gao_Xingjian	Gao Xingjian	Ganzhou , Jiangxi, China		Gao Xingjian ,  born in China , Literature, 2000	2000	60
	Chemistry	France	1930-10-10		male	http://en.wikipedia.org/wiki/Yves_Chauvin	Yves Chauvin			Yves Chauvin , Chemistry, 2005	2005	75
	Physics	France	1938-03-07		male	http://en.wikipedia.org/wiki/Albert_Fert	Albert Fert	Carcassonne ,  France		Albert Fert , Physics, 2007	2007	69
	Physiology or Medicine	France	1947-07-30		female	http://en.wikipedia.org/wiki/Fran%C3%A7oise_Barr%C3%A9-Sinoussi	Françoise Barré-Sinoussi	Paris ,  France		Françoise Barré-Sinoussi , Physiology or Medicine, 2008	2008	61
	Physiology or Medicine	France	1932-08-18		male	http://en.wikipedia.org/wiki/Luc_Montagnier	Luc Montagnier	Chabris , France		Luc Montagnier , Physiology or Medicine, 2008	2008	76
	Literature	France	1940-04-13		male	http://en.wikipedia.org/wiki/J._M._G._Le_Cl%C3%A9zio	J. M. G. Le Clézio	Nice, France		J. M. G. Le Clézio , Literature, 2008	2008	68
Luxembourg	Physiology or Medicine	France	1941-08-02		male	http://en.wikipedia.org/wiki/Jules_A._Hoffmann	Jules A. Hoffmann	Echternach		Jules A. Hoffmann ,  born in Luxembourg , Physiology or Medicine, 2011	2011	70
	Physics	France	1944-09-11		male	http://en.wikipedia.org/wiki/Serge_Haroche	Serge Haroche	Casablanca ,  Morocco  (then  a French protectorate )		Serge Haroche ,  born in Morocco, then under French protectorate , Physics, 2012	2012	68
	Literature	France	1945-07-30		male	http://en.wikipedia.org/wiki/Patrick_Modiano	Patrick Modiano	Boulogne-Billancourt ,  France		Patrick Modiano , Literature, 2014	2014	69
	Economics	France	1953-08-09		male	http://en.wikipedia.org/wiki/Jean_Tirole	Jean Tirole	Troyes		Jean Tirole , Economics, 2014	2014	61
	Peace	Finland	1937-06-23		male	http://en.wikipedia.org/wiki/Martti_Ahtisaari	Martti Ahtisaari	Viipuri , Finland (now Vyborg, Russia)		Martti Ahtisaari , Peace, 2008	2008	71
	Peace	Egypt	1918-12-25	1981-10-06	male	http://en.wikipedia.org/wiki/Anwar_El_Sadat	Anwar El Sadat	Mit Abu Al-Kum, Al-Minufiyah, Egypt	Cairo , Egypt	Anwar El Sadat , Peace, 1978	1978	60
	Literature	Egypt	1911-12-11	2006-08-30	male	http://en.wikipedia.org/wiki/Naguib_Mahfouz	Naguib Mahfouz	Cairo ,  Egypt	Cairo ,  Egypt	Naguib Mahfouz , Literature, 1988	1988	77
	Chemistry	Egypt	1946-02-26		male	http://en.wikipedia.org/wiki/Ahmed_Zewail	Ahmed Zewail	Damanhour ,  Egypt		Ahmed Zewail , Chemistry, 1999	1999	53
	Peace	Egypt	1942-06-17		male	http://en.wikipedia.org/wiki/Mohamed_ElBaradei	Mohamed ElBaradei	Cairo ,  Egypt		Mohamed ElBaradei , Peace, 2005	2005	63
Portugal	Peace	East Timor	1949-12-26		male	http://en.wikipedia.org/wiki/Jos%C3%A9_Ramos-Horta	José Ramos-Horta	Dili , East Timor		José Ramos-Horta , Peace, 1996	1996	47
Portugal	Peace	East Timor	1948-02-03		male	http://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo	Carlos Filipe Ximenes Belo	Wailakama , East Timor		Carlos Filipe Ximenes Belo , Peace, 1996	1996	48
Faroe Islands	Physiology or Medicine	Denmark	1860-12-15	1904-09-24	male	http://en.wikipedia.org/wiki/Niels_Ryberg_Finsen	Niels Ryberg Finsen	Tórshavn ,  Faroe Islands	Copenhagen ,  Denmark	Niels Ryberg Finsen ,  born in Faroe Islands , Physiology or Medicine, 1903	1903	43
	Peace	Denmark	1837-04-21	1922-01-22	male	http://en.wikipedia.org/wiki/Fredrik_Bajer	Fredrik Bajer			Fredrik Bajer , Peace, 1908	1908	71
	Literature	Denmark	1857-07-24	1943-08-21	male	http://en.wikipedia.org/wiki/Henrik_Pontoppidan	Henrik Pontoppidan	Fredericia, Denmark	Charlottenlund, Copenhagen, Denmark	Henrik Pontoppidan , Literature, 1917	1917	60
	Peace	Costa Rica	1940-09-13		male	http://en.wikipedia.org/wiki/%C3%93scar_Arias	Óscar Arias Sánchez	Heredia, Costa Rica		Óscar Arias Sánchez , Peace, 1987	1987	47
	Literature	Colombia	1927-03-06	2014-04-17	male	http://en.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez	Gabriel García Márquez	Aracataca ,  Magdalena Department , Colombia	Mexico City , Mexico	Gabriel García Márquez , Literature, 1982	1982	55
	Peace	China	1935-07-06		male	http://en.wikipedia.org/wiki/Tenzin_Gyatso	Tenzin Gyatso	Taktser ,  Qinghai ,  Tibet		Tenzin Gyatso , Peace, 1989	1989	54
	Peace	China	1955-12-28		male	http://en.wikipedia.org/wiki/Liu_Xiaobo	Liu Xiaobo	Changchun , Jilin, China		Liu Xiaobo , Peace, 2010	2010	55
	Literature	China	1955-02-17		male	http://en.wikipedia.org/wiki/Mo_Yan	Mo Yan	Gaomi ,  Shandong ,  China		Mo Yan , Literature, 2012	2012	57
	Literature	Chile	1889-04-07	1957-01-10	female	http://en.wikipedia.org/wiki/Gabriela_Mistral	Gabriela Mistral	Vicuña, Chile	Hempstead (village), New York ,  United States	Gabriela Mistral , Literature, 1945	1945	56
	Literature	Chile	1904-07-12	1973-09-23	male	http://en.wikipedia.org/wiki/Pablo_Neruda	Pablo Neruda	Parral, Chile	Santiago, Chile	Pablo Neruda , Literature, 1971	1971	67
New Zealand	Chemistry	Canada	1871-08-30	1937-10-19	male	http://en.wikipedia.org/wiki/Ernest_Rutherford,_1st_Baron_Rutherford_of_Nelson	Ernest Rutherford	Spring Grove, near Nelson, New Zealand	Cambridge, England	Ernest Rutherford ,  born in New Zealand , Chemistry, 1908	1908	37
	Physiology or Medicine	Canada	1891-11-14	1941-02-21	male	http://en.wikipedia.org/wiki/Frederick_Banting	Frederick G. Banting	Alliston, Ontario ,  Canada	Newfoundland , now part of  Canada	Frederick G. Banting , Physiology or Medicine, 1923	1923	32
	Peace	Canada	1897-04-23	1972-12-27	male	http://en.wikipedia.org/wiki/Lester_B._Pearson	Lester B. Pearson	Newtonbrook, Ontario	Ottawa	Lester B. Pearson , Peace, 1957	1957	60
Germany	Chemistry	Canada	1904-12-25	1999-03-03	male	http://en.wikipedia.org/wiki/Gerhard_Herzberg	Gerhard Herzberg	Hamburg ,  Germany	Ottawa ,  Ontario	Gerhard Herzberg ,  born in Germany , Chemistry, 1971	1971	67
	Chemistry	Canada	1929-01-23		male	http://en.wikipedia.org/wiki/John_Charles_Polanyi	John C. Polányi	Berlin ,  Germany		John C. Polányi ,  born in Germany , Chemistry, 1986	1986	57
	Chemistry	Canada	1939-05-07		male	http://en.wikipedia.org/wiki/Sidney_Altman	Sidney Altman	Montreal, Quebec ,  Canada		Sidney Altman , Chemistry, 1989	1989	50
	Physics	Canada	1929-11-02		male	http://en.wikipedia.org/wiki/Richard_E._Taylor	Richard E. Taylor	Medicine Hat ,  Alberta		Richard E. Taylor , Physics, 1990	1990	61
United Kingdom	Chemistry	Canada	1932-04-26	2000-10-04	male	http://en.wikipedia.org/wiki/Michael_Smith_(chemist)	Michael Smith	Blackpool ,  England	Vancouver ,  British Columbia ,  Canada	Michael Smith ,  born in the United Kingdom , Chemistry, 1993	1993	61
	Physics	Canada	1918-07-15	2003-10-13	male	http://en.wikipedia.org/wiki/Bertram_N._Brockhouse	Bertram N. Brockhouse	Lethbridge, Alberta	Hamilton, Ontario	Bertram N. Brockhouse , Physics, 1994	1994	76
	Economics	Canada	1932-10-24		male	http://en.wikipedia.org/wiki/Robert_Mundell	Robert Mundell	Kingston, Ontario ,  Canada		Robert Mundell , Economics, 1999	1999	67
	Physiology or Medicine	Canada	1952-11-09		male	http://en.wikipedia.org/wiki/Jack_W._Szostak	Jack W. Szostak	London ,  United Kingdom		Jack W. Szostak ,  born in the United Kingdom , Physiology or Medicine, 2009	2009	57
	Literature	Canada	1931-07-10		female	http://en.wikipedia.org/wiki/Alice_Munro	Alice Munro	Wingham, Ontario , Canada		Alice Munro , Literature, 2013	2013	82
	Peace	Bangladesh	1940-06-28		male	http://en.wikipedia.org/wiki/Muhammad_Yunus	Muhammad Yunus	Chittagong ,  British India		Muhammad Yunus , Peace, 2006	2006	66
	Physics	Azerbaijan	1908-01-22	1968-04-01	male	http://en.wikipedia.org/wiki/Lev_Landau	Lev Landau	Baku	Moscow	Lev Landau ,  born in then Russian Empire, laureate when citizen of the Soviet Union , Physics, 1962	1962	54
	Physics	Austria	1862-06-07	1947-05-20	male	http://en.wikipedia.org/wiki/Philipp_Lenard	Philipp Lenard	Pressburg ,  Austria-Hungary	Messelhausen ,  Germany	Philipp Lenard ,  born in then Austria-Hungary, now Romania , Physics, 1905	1905	43
Czech Republic	Peace	Austria	1843-06-09	1914-06-21	female	http://en.wikipedia.org/wiki/Bertha_von_Suttner	Bertha von Suttner	Prague ,  Austrian Empire	Vienna ,  Austria-Hungary	Bertha von Suttner ,  born in then Austria-Hungary, now Czech Republic , Peace, 1905	1905	62
	Peace	Austria	1864-11-11	1921-05-05	male	http://en.wikipedia.org/wiki/Alfred_Hermann_Fried	Alfred Hermann Fried			Alfred Hermann Fried , Peace, 1911	1911	47
Hungary	Physiology or Medicine	Austria	1876-04-22	1936-04-08	male	http://en.wikipedia.org/wiki/Robert_B%C3%A1r%C3%A1ny	Robert Bárány	Vienna ,  Austria-Hungary	Uppsala ,  Sweden	Robert Bárány , Physiology or Medicine, 1914	1914	38
Slovenia	Chemistry	Austria	1869-09-03	1930-12-13	male	http://en.wikipedia.org/wiki/Fritz_Pregl	Friderik Pregl	Ljubljana ,  Austria Hungary	Graz ,  Austria	Friderik Pregl ,  born in then Austria-Hungary, now Slovenia , Chemistry, 1923	1923	54
Hungary	Chemistry	Austria	1865-04-01	1929-09-23	male	http://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy	Richard Adolf Zsigmondy	Vienna ,  Austrian Empire	Göttingen ,  Germany	Richard Adolf Zsigmondy , Chemistry, 1925	1925	60
	Physiology or Medicine	Austria	1857-03-07	1940-09-27	male	http://en.wikipedia.org/wiki/Julius_Wagner-Jauregg	Julius Wagner-Jauregg	Wels, Austria	Vienna	Julius Wagner-Jauregg , Physiology or Medicine, 1927	1927	70
	Physiology or Medicine	Austria	1868-06-14	1943-06-26	male	http://en.wikipedia.org/wiki/Karl_Landsteiner	Karl Landsteiner	Baden bei Wien , near Vienna (Austria)	New York City	Karl Landsteiner , Physiology or Medicine, 1930	1930	62
	Physics	Austria	1887-08-12	1961-01-04	male	http://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger	Erwin Schrödinger	Erdberg, Vienna, Austria	Vienna, Austria	Erwin Schrödinger , Physics, 1933	1933	46
	Physics	Austria	1883-06-24	1964-12-17	male	http://en.wikipedia.org/wiki/Victor_Francis_Hess	Victor Francis Hess	Schloss Waldstein, Peggau ,  Austria	Mount Vernon, New York , USA	Victor Francis Hess , Physics, 1936	1936	53
Austria	Physiology or Medicine	Austria	1873-06-03	1961-12-25	male	http://en.wikipedia.org/wiki/Otto_Loewi	Otto Loewi	Frankfurt ,  Germany	New York City ,  United States	Otto Loewi *, Physiology or Medicine, 1936	1936	63
	Physics	Austria	1900-04-25	1958-12-15	male	http://en.wikipedia.org/wiki/Wolfgang_Pauli	Wolfgang Pauli	Vienna ,  Austria-Hungary	Zurich ,  Switzerland	Wolfgang Pauli , Physics, 1945	1945	45
	Chemistry	Austria	1914-05-19	2002-02-06	male	http://en.wikipedia.org/wiki/Max_F._Perutz	Max F. Perutz	Vienna , Austria	Cambridge , England	Max F. Perutz , Chemistry, 1962	1962	48
Austria	Physiology or Medicine	Austria	1886-11-20	1982-06-12	male	http://en.wikipedia.org/wiki/Karl_von_Frisch	Karl von Frisch	Vienna, Austria	Munich ,  Germany	Karl von Frisch *, Physiology or Medicine, 1973	1973	87
	Physiology or Medicine	Austria	1903-11-07	1989-02-27	male	http://en.wikipedia.org/wiki/Konrad_Lorenz	Konrad Lorenz	Vienna, Austria	Vienna, Austria	Konrad Lorenz , Physiology or Medicine, 1973	1973	70
	Economics	Austria	1899-05-08	1992-03-23	male	http://en.wikipedia.org/wiki/Friedrich_Hayek	Friedrich Hayek	Vienna, Austria-Hungary	Freiburg, Germany	Friedrich Hayek , Economics, 1974	1974	75
	Literature	Austria	1946-10-20		female	http://en.wikipedia.org/wiki/Elfriede_Jelinek	Elfriede Jelinek	Mürzzuschlag ,  Styria , Austria		Elfriede Jelinek , Literature, 2004	2004	58
	Physiology or Medicine	Australia	1898-09-24	1968-02-21	male	http://en.wikipedia.org/wiki/Howard_Walter_Florey	Sir Howard Florey	Adelaide ,  South Australia	Oxford , United Kingdom	Sir Howard Florey , Physiology or Medicine, 1945	1945	47
	Physiology or Medicine	Australia	1899-09-03	1985-08-31	male	http://en.wikipedia.org/wiki/Frank_Macfarlane_Burnet	Sir Frank Macfarlane Burnet	Traralgon, Victoria	Port Fairy, Victoria	Sir Frank Macfarlane Burnet , Physiology or Medicine, 1960	1960	61
	Physiology or Medicine	Australia	1903-01-27	1997-05-02	male	http://en.wikipedia.org/wiki/John_Carew_Eccles	John Carew Eccles	Melbourne , Australia	Tenero-Contra ,  Switzerland	John Carew Eccles , Physiology or Medicine, 1963	1963	60
